,client_id,district_id,birth_year,birth_day,birth_month,gender,age,disp_id,account_id,type_x,card_id,type_y,date_issue_card,days_issue_card,district_id_acc,freq_description,date_creation_acc,year_acc,month_acc,day_acc,days_creation_acc,loan_id,amount_loan,duration_loan,payments_loan,status_loan,status_description,date_loan,district_name,region,nbr_inhabitants,nbr_muni<499_inh,nbr_muni_500-1999_inh,nbr_muni_2000-9999_inh,nbr_muni>10000_inh,nbr_cities,ratio_urban_inh,average_salary,unemploymant_rate_95,unemploymant_rate_96,nbr_entp_1000_inh,nbr_crimes_95,nbr_crimes_96,trans_amt_total,trans_amt_min,trans_amt_max,trans_number,date_trans_old,days_oldtrans,date_trans_late,days_latetrans,date_balance,latest_balance,avg_balance,household_amount,insurance_amount,leasing_amount,loan_amount,nochar_amount,nbr_orders,order_total_amount
940,993,44,1969,31,10,F,30,993,826,OWNER,,,,,44,monthly,1996-10-05,1996,10,5,818,,,,,,,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,506232.09999999986,14.6,12567.0,179,1996-10-05,818,1998-12-31,1,1998-12-31,43603.4,21462.531284916204,4550.0,169.0,,,866.0,3.0,5585.0
941,994,36,1971,27,4,M,28,994,827,OWNER,,,,,36,monthly,1996-02-23,1996,2,23,1043,,,,,,,,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,208726.10000000012,14.6,4230.0,151,1996-02-23,1043,1998-12-31,1,1998-12-31,31309.5,20692.350331125817,2260.0,,,,,1.0,2260.0
942,995,36,1973,30,10,F,26,995,827,DISPONENT,,,,,36,monthly,1996-02-23,1996,2,23,1043,,,,,,,,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,208726.10000000012,14.6,4230.0,151,1996-02-23,1043,1998-12-31,1,1998-12-31,31309.5,20692.350331125817,2260.0,,,,,1.0,2260.0
943,996,1,1980,26,6,F,19,996,828,OWNER,165.0,junior,1998-02-04,331.0,1,monthly,1997-02-12,1997,2,12,688,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,656570.5999999999,14.6,19917.0,121,1997-02-12,688,1998-12-31,1,1998-12-31,53254.1,27986.83801652893,8852.0,,,,,1.0,8852.0
944,997,59,1950,11,11,M,49,997,829,OWNER,,,,,59,monthly,1996-11-10,1996,11,10,782,,,,,,,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,139971.20000000007,11.1,3181.0,106,1996-11-10,782,1998-12-31,1,1998-12-31,34293.7,22422.466981132085,2120.0,,,,,1.0,2120.0
945,998,59,1953,28,6,F,46,998,829,DISPONENT,,,,,59,monthly,1996-11-10,1996,11,10,782,,,,,,,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,139971.20000000007,11.1,3181.0,106,1996-11-10,782,1998-12-31,1,1998-12-31,34293.7,22422.466981132085,2120.0,,,,,1.0,2120.0
946,999,74,1966,1,9,F,33,999,830,OWNER,166.0,classic,1995-03-05,1398.0,74,monthly,1993-02-08,1993,2,8,2153,,,,,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,2505434.4000000022,14.6,35040.0,318,1993-02-08,2153,1998-12-31,1,1998-12-31,95450.9,56565.02924528299,,,,,,,
947,1000,74,1961,27,10,M,38,1000,830,DISPONENT,,,,,74,monthly,1993-02-08,1993,2,8,2153,,,,,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,2505434.4000000022,14.6,35040.0,318,1993-02-08,2153,1998-12-31,1,1998-12-31,95450.9,56565.02924528299,,,,,,,
948,1001,44,1947,14,4,M,52,1001,831,OWNER,,,,,44,monthly,1996-09-18,1996,9,18,835,,,,,,,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,173293.20000000007,14.6,3700.0,115,1996-09-18,835,1998-12-31,1,1998-12-31,21798.5,15526.677391304354,2291.0,,,,,1.0,2291.0
949,1002,42,1944,8,3,F,55,1002,832,OWNER,,,,,42,monthly,1996-05-24,1996,5,24,952,,,,,,,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,183861.6000000001,14.6,4100.0,142,1996-05-24,952,1998-12-31,1,1998-12-31,22455.5,15932.315492957745,2135.0,,,,,1.0,2135.0
950,1003,31,1937,31,10,F,62,1003,833,OWNER,,,,,31,monthly,1996-08-29,1996,8,29,855,,,,,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,291655.0,11.7,5900.0,123,1996-08-29,855,1998-12-31,1,1998-12-31,33070.2,18987.60487804878,3462.0,,,,,1.0,3462.0
951,1004,3,1957,25,9,M,42,1004,834,OWNER,,,,,3,monthly,1997-05-23,1997,5,23,588,,,,,,,,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,154910.00000000003,14.6,7400.0,86,1997-05-23,588,1998-12-31,1,1998-12-31,24839.6,15156.75,2473.0,,,,,1.0,2473.0
952,1006,46,1942,28,6,F,57,1006,836,OWNER,,,,,46,monthly,1996-07-28,1996,7,28,887,,,,,,,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,436823.49999999977,12.0,27000.0,164,1996-07-28,887,1998-12-31,1,1998-12-31,51280.4,25857.341463414647,125.0,,,,2934.0,2.0,3059.0
953,1007,46,1938,5,1,M,61,1007,836,DISPONENT,,,,,46,monthly,1996-07-28,1996,7,28,887,,,,,,,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,436823.49999999977,12.0,27000.0,164,1996-07-28,887,1998-12-31,1,1998-12-31,51280.4,25857.341463414647,125.0,,,,2934.0,2.0,3059.0
954,1008,6,1956,6,7,M,43,1008,837,OWNER,,,,,46,monthly,1993-09-18,1993,9,18,1931,,,,,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,2915866.6000000024,14.6,32010.0,366,1993-09-18,1931,1998-12-31,1,1998-12-31,81694.4,43926.399180327855,9250.0,,,,,1.0,9250.0
955,1009,33,1962,27,4,F,37,1009,838,OWNER,,,,,47,monthly,1993-10-23,1993,10,23,1896,,,,,,,,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,124027.6,1.5,10400.0,68,1993-10-23,1896,1998-11-26,36,1998-11-26,36400.0,21187.11911764706,,,,,,,
956,1010,33,1955,16,8,M,44,1010,838,DISPONENT,,,,,47,monthly,1993-10-23,1993,10,23,1896,,,,,,,,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,124027.6,1.5,10400.0,68,1993-10-23,1896,1998-11-26,36,1998-11-26,36400.0,21187.11911764706,,,,,,,
957,1011,16,1939,13,7,M,60,1011,839,OWNER,167.0,classic,1995-09-15,1204.0,16,monthly,1995-01-17,1995,1,17,1445,,,,,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,2466102.000000002,14.6,36828.0,254,1995-01-17,1445,1998-12-31,1,1998-12-31,92817.5,59620.68858267721,4254.0,,,,,1.0,4254.0
958,1012,70,1966,13,2,F,33,1012,840,OWNER,,,,,70,monthly,1996-03-12,1996,3,12,1025,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1759599.200000001,14.6,44000.0,186,1996-03-12,1025,1998-12-31,1,1998-12-31,79941.0,44844.359677419336,4606.0,,,,,1.0,4606.0
959,1013,70,1973,12,3,M,26,1013,840,DISPONENT,,,,,70,monthly,1996-03-12,1996,3,12,1025,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1759599.200000001,14.6,44000.0,186,1996-03-12,1025,1998-12-31,1,1998-12-31,79941.0,44844.359677419336,4606.0,,,,,1.0,4606.0
960,1014,1,1931,8,2,M,68,1014,841,OWNER,,,,,1,monthly,1993-11-04,1993,11,4,1884,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,689962.5999999993,14.6,8200.0,331,1993-11-04,1884,1998-12-31,1,1998-12-31,56567.2,31681.05226586099,2109.0,,,,,1.0,2109.0
961,1015,62,1934,13,3,M,65,1015,842,OWNER,,,,,62,monthly,1995-04-07,1995,4,7,1365,,,,,,,,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,431707.99999999965,14.6,7400.0,205,1995-04-07,1365,1998-12-31,1,1998-12-31,25375.8,16475.283902439023,3278.0,,,,,1.0,3278.0
962,1016,62,1940,21,7,F,59,1016,842,DISPONENT,,,,,62,monthly,1995-04-07,1995,4,7,1365,,,,,,,,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,431707.99999999965,14.6,7400.0,205,1995-04-07,1365,1998-12-31,1,1998-12-31,25375.8,16475.283902439023,3278.0,,,,,1.0,3278.0
963,1017,6,1943,12,2,F,56,1017,843,OWNER,,,,,6,monthly,1997-04-09,1997,4,9,632,,,,,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,147270.10000000006,9.1,9800.0,137,1997-04-09,632,1998-12-31,1,1998-12-31,28818.8,19180.052554744532,955.0,897.0,,,128.0,3.0,1980.0
964,1018,53,1945,28,2,M,54,1018,844,OWNER,168.0,classic,1995-01-24,1438.0,53,monthly,1994-04-28,1994,4,28,1709,,,,,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,5667814.399999998,14.6,70160.0,375,1994-04-28,1709,1998-12-31,1,1998-12-31,126301.6,54357.53440000005,1640.0,,,,12531.0,2.0,14171.0
965,1019,14,1946,22,12,F,53,1019,845,OWNER,169.0,classic,1998-08-10,144.0,14,monthly,1997-12-27,1997,12,27,370,,,,,,,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,579278.9999999999,14.6,37368.0,56,1997-12-27,370,1998-12-31,1,1998-12-31,86632.6,50627.623214285726,9651.0,,,,,1.0,9651.0
966,1020,72,1977,10,5,F,22,1020,846,OWNER,170.0,classic,1998-04-16,260.0,72,monthly,1996-03-09,1996,3,9,1028,5136.0,187104.0,24.0,7796.0,A,finished/ok,1996-07-28,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,2848798.600000002,2.5,58600.0,229,1996-03-09,1028,1998-12-31,1,1998-12-31,148870.4,66175.48427947596,,,,7795.5,,1.0,7795.5
967,1021,2,1977,5,8,M,22,1021,847,OWNER,,,,,2,monthly,1996-07-21,1996,7,21,894,,,,,,,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,428587.8999999999,14.6,41682.0,147,1996-07-21,894,1998-12-31,1,1998-12-31,93865.1,31068.56938775509,,,,,,,
968,1022,31,1940,23,7,M,59,1022,848,OWNER,,,,,31,monthly,1996-06-16,1996,6,16,929,,,,,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,607520.0999999996,14.6,13710.0,212,1996-06-16,929,1998-12-31,1,1998-12-31,59279.4,33067.79198113207,3400.0,1025.0,,,1590.0,3.0,6015.0
969,1023,1,1938,28,12,M,61,1023,849,OWNER,,,,,1,monthly,1996-01-01,1996,1,1,1096,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1046089.2,0.3,48778.0,136,1996-01-01,1096,1998-12-31,1,1998-12-31,111108.3,25172.99632352942,,,,,,,
970,1024,25,1956,29,3,M,43,1024,850,OWNER,,,,,25,monthly,1997-03-07,1997,3,7,665,,,,,,,,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,1342892.8,14.6,43257.0,115,1997-03-07,665,1998-12-31,1,1998-12-31,88616.3,33099.520869565225,14811.0,,,,,1.0,14811.0
971,1025,15,1964,8,7,M,35,1025,851,OWNER,,,,,15,monthly,1994-09-23,1994,9,23,1561,,,,,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,3371285.700000004,11.2,61800.0,358,1994-09-23,1561,1998-12-31,1,1998-12-31,153741.9,50257.92849162023,3254.0,,2090.0,,881.0,3.0,6225.0
972,1026,57,1979,12,8,M,20,1026,852,OWNER,,,,,57,monthly,1997-10-23,1997,10,23,435,,,,,,,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,72875.8,2.2,3570.0,58,1997-10-23,435,1998-12-31,1,1998-12-31,19878.5,16391.69482758621,69.0,,,,2013.0,2.0,2082.0
973,1027,1,1940,4,11,F,59,1027,853,OWNER,171.0,classic,1997-03-05,667.0,1,monthly,1996-03-20,1996,3,20,1017,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1181687.6999999997,14.6,35840.0,215,1996-03-20,1017,1998-12-31,1,1998-12-31,69820.8,43293.92837209299,4673.0,,,,1378.0,2.0,6051.0
974,1028,1,1934,2,10,M,65,1028,853,DISPONENT,,,,,1,monthly,1996-03-20,1996,3,20,1017,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1181687.6999999997,14.6,35840.0,215,1996-03-20,1017,1998-12-31,1,1998-12-31,69820.8,43293.92837209299,4673.0,,,,1378.0,2.0,6051.0
975,1029,1,1954,16,3,F,45,1029,854,OWNER,,,,,62,monthly,1993-09-21,1993,9,21,1928,5138.0,87216.0,48.0,1817.0,C,running/ok,1995-05-30,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1414469.8000000012,14.6,15608.0,511,1993-09-21,1928,1998-12-31,1,1998-12-31,52045.8,26392.842857142907,382.0,2843.0,,1817.0,1105.0,4.0,6147.0
976,1030,1,1947,11,10,M,52,1030,855,OWNER,172.0,classic,1998-12-14,18.0,1,monthly,1994-03-28,1994,3,28,1740,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1774388.6000000013,10.3,35680.0,332,1994-03-28,1740,1998-12-31,1,1998-12-31,71757.9,40519.24367469877,6608.0,,,,,1.0,6608.0
977,1031,2,1968,11,12,F,31,1031,856,OWNER,173.0,classic,1998-06-21,194.0,2,monthly,1996-03-03,1996,3,3,1034,,,,,,,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,931931.1999999994,14.6,19210.0,261,1996-03-03,1034,1998-12-31,1,1998-12-31,64326.8,42189.32260536404,3625.0,137.0,,,1975.0,4.0,5737.0
978,1032,1,1938,30,10,F,61,1032,857,OWNER,,,,,77,monthly,1993-09-16,1993,9,16,1933,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,560318.0999999994,14.6,6100.0,283,1993-09-16,1933,1998-12-31,1,1998-12-31,29687.5,19422.089399293283,3019.0,,,,,1.0,3019.0
979,1033,1,1937,14,10,M,62,1033,857,DISPONENT,,,,,77,monthly,1993-09-16,1993,9,16,1933,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,560318.0999999994,14.6,6100.0,283,1993-09-16,1933,1998-12-31,1,1998-12-31,29687.5,19422.089399293283,3019.0,,,,,1.0,3019.0
980,1034,52,1974,11,11,F,25,1034,858,OWNER,,,,,52,monthly,1996-07-13,1996,7,13,902,,,,,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1416389.7000000002,14.6,37120.0,162,1996-07-13,902,1998-12-31,1,1998-12-31,81162.7,42184.71296296297,5456.0,,,,,1.0,5456.0
981,1035,13,1971,28,3,F,28,1035,859,OWNER,,,,,13,monthly,1997-08-26,1997,8,26,493,,,,,,,,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,368036.5999999999,14.6,16680.0,117,1997-08-26,493,1998-12-31,1,1998-12-31,49886.2,29817.79572649573,463.0,1657.0,,,1810.0,4.0,3930.0
982,1036,13,1976,6,12,M,23,1036,859,DISPONENT,,,,,13,monthly,1997-08-26,1997,8,26,493,,,,,,,,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,368036.5999999999,14.6,16680.0,117,1997-08-26,493,1998-12-31,1,1998-12-31,49886.2,29817.79572649573,463.0,1657.0,,,1810.0,4.0,3930.0
983,1037,1,1965,1,11,F,34,1037,860,OWNER,,,,,1,monthly,1993-03-19,1993,3,19,2114,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1993173.1000000022,14.6,19777.5,397,1993-03-19,2114,1998-12-31,1,1998-12-31,47987.6,27802.128715365263,8071.0,,,,,1.0,8071.0
984,1038,69,1961,23,9,F,38,1038,861,OWNER,,,,,22,monthly,1993-09-13,1993,9,13,1936,,,,,,,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,2506370.8000000035,14.6,27040.0,413,1993-09-13,1936,1998-12-31,1,1998-12-31,63138.8,29687.528571428582,9105.0,,,,478.0,2.0,9583.0
985,1039,70,1980,11,10,F,19,1039,862,OWNER,174.0,junior,1994-12-04,1489.0,64,instantly,1993-02-02,1993,2,2,2159,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,6774346.899999999,30.0,66500.0,446,1993-02-02,2159,1998-12-31,1,1998-12-31,132925.6,70732.0603139014,3122.0,,,,,1.0,3122.0
986,1040,1,1960,17,6,M,39,1040,863,OWNER,175.0,classic,1997-01-03,728.0,71,monthly,1993-05-16,1993,5,16,2056,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,5897550.699999994,14.6,56500.0,491,1993-05-16,2056,1998-12-31,1,1998-12-31,188348.2,66901.91588594695,6087.0,,4433.3,,,2.0,10520.3
987,1041,72,1961,5,7,M,38,1041,864,OWNER,,,,,72,monthly,1997-07-08,1997,7,8,542,,,,,,,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,227886.10000000003,14.6,9000.0,86,1997-07-08,542,1998-12-31,1,1998-12-31,38792.0,22401.51511627907,3699.0,,,,,1.0,3699.0
988,1042,17,1966,25,9,F,33,1042,865,OWNER,,,,,17,monthly,1996-03-18,1996,3,18,1019,,,,,,,,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,212837.3000000001,14.6,4700.0,166,1996-03-18,1019,1998-12-31,1,1998-12-31,31462.3,20948.019277108437,409.0,,,,1885.0,2.0,2294.0
989,1043,17,1963,16,11,M,36,1043,865,DISPONENT,,,,,17,monthly,1996-03-18,1996,3,18,1019,,,,,,,,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,212837.3000000001,14.6,4700.0,166,1996-03-18,1019,1998-12-31,1,1998-12-31,31462.3,20948.019277108437,409.0,,,,1885.0,2.0,2294.0
990,1044,9,1971,13,9,F,28,1044,866,OWNER,,,,,9,monthly,1993-01-10,1993,1,10,2182,,,,,,,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,1977944.8000000021,14.6,28100.0,628,1993-01-10,2182,1998-12-31,1,1998-12-31,61523.9,35352.20079617828,465.0,504.0,,,3882.0,4.0,4851.0
991,1045,60,1947,24,12,F,52,1045,867,OWNER,,,,,60,monthly,1997-11-09,1997,11,9,418,,,,,,,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,747196.3999999998,3.4,48072.0,83,1997-11-09,418,1998-12-31,1,1998-12-31,88730.8,32093.445783132534,9718.0,405.0,,,2820.0,3.0,12943.0
992,1046,1,1975,24,8,M,24,1046,868,OWNER,,,,,1,monthly,1997-05-26,1997,5,26,585,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,394380.8999999999,14.6,14700.0,99,1997-05-26,585,1998-12-31,1,1998-12-31,36340.9,21080.175757575744,3239.0,,,,3119.0,2.0,6358.0
993,1047,16,1963,11,7,F,36,1047,869,OWNER,,,,,16,monthly,1996-07-15,1996,7,15,900,,,,,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,41300.0,500.0,10900.0,16,1996-07-15,900,1997-10-08,450,1997-10-08,23400.0,15600.0,,,,,,,
994,1048,70,1974,3,10,F,25,1048,870,OWNER,,,,,70,monthly,1995-03-27,1995,3,27,1376,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,709739.7999999996,10.3,10266.0,240,1995-03-27,1376,1998-12-31,1,1998-12-31,36131.8,22697.644583333335,4562.0,,,,,1.0,4562.0
995,1049,1,1942,11,11,M,57,1049,871,OWNER,176.0,classic,1998-04-25,251.0,1,monthly,1996-09-02,1996,9,2,851,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1516438.5000000002,14.6,37465.5,145,1996-09-02,851,1998-12-31,1,1998-12-31,82101.1,46190.79448275864,5168.0,,,,,1.0,5168.0
996,1050,27,1971,1,7,F,28,1050,872,OWNER,,,,,27,monthly,1997-01-18,1997,1,18,713,,,,,,,,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,302414.3,14.6,15680.0,123,1997-01-18,713,1998-12-31,1,1998-12-31,57695.4,37553.285365853655,2762.0,,,,,1.0,2762.0
997,1051,73,1971,26,8,F,28,1051,873,OWNER,,,,,73,monthly,1997-04-26,1997,4,26,615,5140.0,178500.0,60.0,2975.0,C,running/ok,1998-02-24,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,355596.7999999999,11.6,10416.0,150,1997-04-26,615,1998-12-31,1,1998-12-31,39315.6,16895.416000000023,878.0,2211.0,,2975.0,1540.0,4.0,7604.0
998,1052,56,1964,11,3,M,35,1052,874,OWNER,,,,,56,instantly,1996-03-23,1996,3,23,1014,,,,,,,,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,1204572.5,20.9,24634.0,205,1996-03-23,1014,1998-12-31,1,1998-12-31,51684.3,26722.72097560974,1053.0,,1642.3,,7025.0,3.0,9720.3
999,1053,56,1958,3,6,F,41,1053,874,DISPONENT,,,,,56,instantly,1996-03-23,1996,3,23,1014,,,,,,,,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,1204572.5,20.9,24634.0,205,1996-03-23,1014,1998-12-31,1,1998-12-31,51684.3,26722.72097560974,1053.0,,1642.3,,7025.0,3.0,9720.3
1000,1054,63,1924,20,8,M,75,1054,875,OWNER,,,,,63,monthly,1995-05-17,1995,5,17,1325,,,,,,,,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,536500.7999999995,14.6,6607.0,205,1995-05-17,1325,1998-12-31,1,1998-12-31,49509.7,33058.94487804877,3837.0,,,,,1.0,3837.0
1001,1055,4,1919,17,5,M,80,1055,876,OWNER,,,,,4,monthly,1997-10-26,1997,10,26,432,,,,,,,,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,165581.80000000002,12.3,7900.0,56,1997-10-26,432,1998-12-31,1,1998-12-31,22867.2,13684.605357142851,3796.0,,,,,1.0,3796.0
1002,1056,1,1963,19,6,M,36,1056,877,OWNER,177.0,classic,1998-11-19,43.0,1,monthly,1996-05-29,1996,5,29,947,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,440701.1999999999,7.8,14080.0,192,1996-05-29,947,1998-12-31,1,1998-12-31,56198.0,35563.11354166664,2115.0,,,,1513.0,2.0,3628.0
1003,1057,52,1939,21,2,M,60,1057,878,OWNER,178.0,classic,1998-11-21,41.0,52,monthly,1996-06-29,1996,6,29,916,,,,,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1496434.4000000004,9.8,35124.0,174,1996-06-29,916,1998-12-31,1,1998-12-31,74870.8,42339.49022988504,3943.0,,,,,1.0,3943.0
1004,1058,9,1975,1,8,F,24,1058,879,OWNER,,,,,9,monthly,1997-06-04,1997,6,4,576,,,,,,,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,106285.30000000002,10.6,3300.0,79,1997-06-04,576,1998-12-31,1,1998-12-31,17694.4,13380.929113924056,2094.0,,,,,1.0,2094.0
1005,1059,26,1960,3,6,M,39,1059,880,OWNER,179.0,classic,1998-08-10,144.0,26,monthly,1996-12-08,1996,12,8,754,,,,,,,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,908532.8999999996,14.6,25352.0,129,1996-12-08,754,1998-12-31,1,1998-12-31,64238.9,41628.75891472866,4840.0,,1690.1,,,2.0,6530.1
1006,1060,26,1957,17,12,F,42,1060,880,DISPONENT,,,,,26,monthly,1996-12-08,1996,12,8,754,,,,,,,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,908532.8999999996,14.6,25352.0,129,1996-12-08,754,1998-12-31,1,1998-12-31,64238.9,41628.75891472866,4840.0,,1690.1,,,2.0,6530.1
1007,1062,16,1975,8,1,M,24,1062,882,OWNER,180.0,classic,1998-09-29,94.0,9,monthly,1993-03-06,1993,3,6,2127,,,,,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,1724094.2000000025,14.6,41000.0,386,1993-03-06,2127,1998-12-31,1,1998-12-31,84775.6,31443.24015544045,3306.0,,,,,1.0,3306.0
1008,1063,16,1976,12,6,F,23,1063,882,DISPONENT,,,,,9,monthly,1993-03-06,1993,3,6,2127,,,,,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,1724094.2000000025,14.6,41000.0,386,1993-03-06,2127,1998-12-31,1,1998-12-31,84775.6,31443.24015544045,3306.0,,,,,1.0,3306.0
1009,1064,1,1951,3,2,F,48,1064,883,OWNER,,,,,1,monthly,1993-12-17,1993,12,17,1841,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2143651.000000002,14.6,24633.0,436,1993-12-17,1841,1998-12-31,1,1998-12-31,59675.7,32780.907568807364,6195.0,455.0,,,1756.0,3.0,8406.0
